threshold,pf,win_rate,profit,n_trades,accuracy,auc
0.3,1.7109425751594876,0.4613962003325176,10240.872529296834,107062,0.508864879839324,0.6206182585130692
0.35,1.838512246608884,0.4790791176124638,10208.958662109362,93519,0.5388184777339151,0.6206182585130692
0.39999999999999997,2.160093436481836,0.5192687451379331,9318.75091796875,66844,0.5770829004778725,0.6206182585130692
0.44999999999999996,2.650917901045312,0.5699731406872279,7665.07990234375,43188,0.5914623588891198,0.6206182585130692
0.49999999999999994,3.154152393296917,0.6119633554876953,5816.75,27835,0.5845453286238659,0.6206182585130692
0.5499999999999999,3.6560116826220996,0.6463939411325951,4092.25,17429,0.5692915021815915,0.6206182585130692
0.5999999999999999,4.342057212416312,0.6846449136276391,2745.5,10420,0.5545484451831845,0.6206182585130692
0.6499999999999999,5.260734287492221,0.7245457661981488,1711.75,5834,0.5420648936906988,0.6206182585130692
0.7,6.185915492957746,0.755677907777013,920.5,2906,0.5310184223284161,0.6206182585130692
